ml_id,ml_year,ml_title,id,title,year
99178,2012,Struck by Lightning,145175,Struck by Lightning,2012
2862,1979,Caligula,145204,Caligula,1979
656,1996,Eddie,145212,Eddie,1996
25923,1946,Great Expectations,145232,Great Expectations,1946
7325,2004,Starsky and Hutch,145240,Starsky and Hutch,2004
3113,1999,End of Days,145275,End of Days,1999
134783,2015,Entourage,145291,Entourage,2015
3424,1989,Do the Right Thing,145307,Do the Right Thing,-1
7569,1967,You Only Live Twice,145313,You Only Live Twice,1967
508,1993,Philadelphia,145338,Philadelphia,1993
107314,2013,Oldboy,145365,Oldboy,2013
114072,2013,Cheech and Chong's Animated Movie,145405,Cheech and Chong's Animated Movie,2013
26492,1983,Twilight Zone: The Movie,145455,Twilight Zone: The Movie,1983
135569,2016,Star Trek Beyond,145470,Star Trek Beyond,2016
3673,1987,Benji the Hunted,145479,Benji the Hunted,1987
2546,1999,The Deep End of the Ocean,145485,The Deep End of the Ocean,1999
5267,2002,The Rookie,145492,The Rookie,2002
135937,1994,The Silence of the Hams,145496,The Silence of the Hams,1994
8372,2004,Garfield: The Movie,145559,Garfield: The Movie,2004
96530,2011,Conception,145602,Conception,2011
122084,1959,Solomon and Sheba,145693,Solomon and Sheba,1959
176933,2017,The Foreigner,145723,The Foreigner,2016
2730,1975,Barry Lyndon,145728,Barry Lyndon,1975
50147,2006,Black Christmas,145744,Black Christmas,2006
48322,2006,Jackass Number Two,145814,Jackass Number Two,2006
1845,1998,Zero Effect,145830,Zero Effect,1998
4748,1992,3 Ninjas,145868,3 Ninjas,1992
110809,2014,Vampire Academy,145905,Vampire Academy,2014
105731,2013,Carrie,145925,Carrie,2013
92307,2011,W.E.,145926,W.E.,2011
42285,1996,The Dentist,145954,The Dentist,1996
7308,1985,King Solomon's Mines,145959,King Solomon's Mines,1985
6810,1991,Sleeping with the Enemy,145988,Sleeping with the Enemy,1991
5991,2002,Chicago,145997,Chicago,2002
2995,1999,House on Haunted Hill,146012,House on Haunted Hill,1999
106590,2013,Hansel and Gretel,146021,Hansel and Gretel,2013
86593,2011,African Cats,146022,African Cats,2011
183497,2018,The Polka King,146025,The Polka King,-1
8864,2004,Mr. 3000,146058,Mr. 3000,2004
2874,1957,The Pajama Game,146107,The Pajama Game,1957
94974,2012,Superman vs. The Elite,146166,Superman vs. The Elite,-1
8950,2004,The Machinist,146188,The Machinist,2004
65567,2008,Passengers,146189,Passengers,2008
4008,1989,Born on the Fourth of July,146199,Born on the Fourth of July,1989
5241,1980,Seems Like Old Times,146201,Seems Like Old Times,1980
176751,2017,American Made,146205,American Made,2017
899,1952,Singin' in the Rain,146224,Singin' in the Rain,1952
110655,2014,Rio 2,146231,Rio 2,2014
152019,2016,Jarhead 3: The Siege,146282,Jarhead 3: The Siege,-1
56079,2007,Smiley Face,146297,Smiley Face,2007
515,1993,The Remains of the Day,146309,The Remains of the Day,1993
93242,2012,Gone,146418,Gone,2012
1729,1997,Jackie Brown,146463,Jackie Brown,1997
60072,2008,Wanted,146475,Wanted,2008
2795,1983,National Lampoon's Vacation,146481,National Lampoon's Vacation,1983
3062,1962,The Longest Day,146496,The Longest Day,1962
1199,1985,Brazil,146555,Brazil,1985
114795,2014,Dracula Untold,146581,Dracula Untold,2014
128592,2015,The Boy Next Door,146584,The Boy Next Door,2015
104879,2013,Prisoners,146640,Prisoners,2013
3364,1950,The Asphalt Jungle,146699,The Asphalt Jungle,1950
157667,2016,Mother's Day,146701,Mother's Day,2016
148369,2015,The Wave,146761,The Wave,2015
70994,2009,Halloween II,146767,Halloween II,2009
4226,2000,Memento,146771,Memento,2000
3594,2000,Center Stage,146794,Center Stage,2000
48,1995,Pocahontas,146845,Pocahontas,1994
62081,2008,Eagle Eye,146872,Eagle Eye,2008
100383,2013,Side Effects,146877,Side Effects,2013
153034,2005,D,146904,D,2005
7040,1985,To Live and Die in L.A.,146906,To Live and Die in L.A.,1985
3508,1976,The Outlaw Josey Wales,146941,The Outlaw Josey Wales,1976
158962,2016,The Eyes of My Mother,146948,The Eyes of My Mother,2016
151593,2016,Martyrs,146955,Martyrs,2016
8132,1992,Gladiator,146962,Gladiator,1992
27584,2003,Dead End,146980,Dead End,2003
52287,2007,Meet the Robinsons,146986,Meet the Robinsons,2007
121354,2010,Cyrus: Mind of a Serial Killer,147007,Cyrus: Mind of a Serial Killer,2010
46337,2006,Garfield: A Tail of Two Kitties,147038,Garfield: A Tail of Two Kitties,2006
4916,1976,Midway,147047,Midway,1976
1385,1992,Under Siege,147143,Under Siege,1992
114670,2014,Tusk,147204,Tusk,2014
141438,2014,War,147221,War,2014
26101,1963,McLintock!,147237,McLintock!,1963
2521,1974,Airport 1975,147246,Airport 1975,1974
4489,1988,Coming to America,147250,Coming to America,1988
80241,2010,Going the Distance,147260,Going the Distance,2010
6213,2003,Tears of the Sun,147271,Tears of the Sun,2003
33499,2005,Monster-in-Law,147279,Monster-in-Law,2005
4571,1989,Bill and Ted's Excellent Adventure,147314,Bill and Ted's Excellent Adventure,1989
251,1995,The Hunted,147404,The Hunted,1995
6614,1990,I Love You to Death,147538,I Love You to Death,1990
104243,2013,Riddick,147539,Riddick,2013
3168,1969,Easy Rider,147565,Easy Rider,1969
59615,2008,Indiana Jones and the Kingdom of the Crystal Skull,147598,Indiana Jones and the Kingdom of the Crystal Skull,2008
105,1995,The Bridges of Madison County,147610,The Bridges of Madison County,1995
2858,1999,American Beauty,147669,American Beauty,1999
71670,2009,All About Steve,147821,All About Steve,2009
5956,2002,Gangs of New York,147826,Gangs of New York,2002
113866,2014,Leprechaun: Origins,147842,Leprechaun: Origins,2014
84942,2011,Drive Angry,147869,Drive Angry,-1
4001,1985,Code of Silence,147901,Code of Silence,1985
466,1993,Hot Shots! Part Deux,147910,Hot Shots! Part Deux,1993
83777,1975,The Strongest Man in the World,147923,The Strongest Man in the World,1975
541,1982,Blade Runner,147934,Blade Runner,1982
5715,1981,The Burning,147941,The Burning,1981
58105,2008,The Spiderwick Chronicles,147958,The Spiderwick Chronicles,2008
106916,2013,American Hustle,147970,American Hustle,2013
55294,2007,Weirdsville,147979,Weirdsville,2007
3911,2000,Best in Show,147995,Best in Show,2000
51925,2007,Premonition,147997,Premonition,2006
128620,2015,Victoria,148016,Victoria,2015
6827,1994,It's Pat,148053,It's Pat,1995
2978,1999,Three to Tango,148073,Three to Tango,1999
2160,1968,Rosemary's Baby,148114,Rosemary's Baby,1968
6188,2003,Old School,148120,Old School,2003
4335,1980,Midnight Madness,148135,Midnight Madness,1980
167546,2016,Gold,148173,Gold,2016
92938,2012,Ghost Rider: Spirit of Vengeance,148182,Ghost Rider: Spirit of Vengeance,2012
410,1993,Addams Family Values,148213,Addams Family Values,1993
480,1993,Jurassic Park,148231,Jurassic Park,1993
2291,1990,Edward Scissorhands,148245,Edward Scissorhands,1990
3606,1949,On the Town,148291,On the Town,1949
69606,2009,Ghosts of Girlfriends Past,148361,Ghosts of Girlfriends Past,2009
90866,2011,Hugo,148384,Hugo,2011
91529,2012,The Dark Knight Rises,148389,The Dark Knight Rises,2012
91077,2011,The Descendants,148430,The Descendants,2011
6775,2001,Life and Debt,148448,Life and Debt,2001
61041,2007,The Take,148464,The Take,2007
1220,1980,The Blues Brothers,148477,The Blues Brothers,1980
1086,1954,Dial M for Murder,148501,Dial M for Murder,1954
134368,2015,Spy,148505,Spy,2015
3897,2000,Almost Famous,148527,Almost Famous,2000
74508,2007,Persuasion,148555,Persuasion,2007
531,1993,The Secret Garden,148572,The Secret Garden,1993
151951,2015,Holding the Man,148590,Holding the Man,2015
4636,1989,The Punisher,148625,The Punisher,1989
6992,1994,Guarding Tess,148629,Guarding Tess,1994
5970,1991,My Girl,148671,My Girl,1991
6380,2003,Capturing the Friedmans,148674,Capturing the Friedmans,2003
1601,1997,Hoodlum,148678,Hoodlum,1997
6166,1993,Dennis the Menace,148716,Dennis the Menace,1993
176961,2016,The Chosen,148755,The Chosen,2016
3871,1953,Shane,148764,Shane,1953
63859,2008,Bolt,148773,Bolt,2008
167786,2016,When the Bough Breaks,148774,When the Bough Breaks,2016
971,1958,Cat on a Hot Tin Roof,148780,Cat on a Hot Tin Roof,1958
110437,2012,Forgetting the Girl,148808,Forgetting the Girl,2012
1959,1985,Out of Africa,148810,Out of Africa,1985
92259,2011,Intouchables,148821,The Intouchables,2011
32298,2005,Guess Who,148831,Guess Who,2005
1917,1998,Armageddon,148871,Armageddon,1997
115149,2014,John Wick,148904,John Wick,2014
4153,2001,Down to Earth,148947,Down to Earth,2001
7216,1941,High Sierra,148968,High Sierra,1941
162594,2016,Morgan,148976,Morgan,2016
6764,2003,The Rundown,148994,The Rundown,2003
8525,1966,The Ugly Dachshund,149004,The Ugly Dachshund,1966
47830,2005,The Quiet,149022,The Quiet,2005
45852,2006,See No Evil,149027,See No Evil,2006
8781,2004,The Manchurian Candidate,149109,The Manchurian Candidate,2004
151619,2007,Strangers,149122,Strangers,2007
86574,2011,Foo Fighters: Back and Forth,149241,Foo Fighters: Back and Forth,-1
1033,1981,The Fox and the Hound,149245,The Fox and the Hound,-1
55245,2007,Good Luck Chuck,149260,Good Luck Chuck,2007
7445,2004,Man on Fire,149273,Man on Fire,2004
131437,2011,Moby Dick,149313,Moby Dick,2010
2617,1999,The Mummy,149348,The Mummy,1999
122062,1982,The Elephant Man,149363,The Elephant Man,1982
136471,2011,Kevin Hart: Laugh at My Pain,149389,Kevin Hart: Laugh at My Pain,2011
54256,2007,Hot Rod,149402,Hot Rod,2007
94864,2012,Prometheus,149519,Prometheus,2012
185997,2018,Life of the Party,149543,Life of the Party,2018
70742,2008,The Matador,149563,The Matador,2008
184229,2017,Tiger Zinda Hai,149569,Tiger Zinda Hai,2017
1772,1998,Blues Brothers 2000,149627,Blues Brothers 2000,1998
33154,2005,Enron: The Smartest Guys in the Room,149723,Enron: The Smartest Guys in the Room,2005
170645,2017,The Zookeeper's Wife,149737,The Zookeeper's Wife,2017
111817,2013,Jimi: All Is by My Side,149746,Jimi: All Is by My Side,2013
100163,2013,Hansel and Gretel: Witch Hunters,149748,Hansel and Gretel: Witch Hunters,2013
56587,2007,The Bucket List,149788,The Bucket List,2007
67997,2009,In the Loop,149793,In the Loop,2009
167746,2017,The Lego Batman Movie,149829,The Lego Batman Movie,2017
7060,1973,Jesus Christ Superstar,149837,Jesus Christ Superstar,1973
79357,2009,Mr. Nobody,149843,Mr. Nobody,2009
60,1995,The Indian in the Cupboard,149885,The Indian in the Cupboard,1995
56165,2007,P2,149908,P2,2007
26870,1994,Major League II,149911,Major League II,1994
94896,2011,Bernie,149916,Bernie,2011
8815,2004,Exorcist: The Beginning,149919,Exorcist: The Beginning,2004
42013,2005,The Ringer,149938,The Ringer,2005
8866,2004,Wimbledon,149964,Wimbledon,2004
87520,2011,Transformers: Dark of the Moon,150050,Transformers: Dark of the Moon,2011
144982,2015,Paranormal Activity: The Ghost Dimension,150126,Paranormal Activity: The Ghost Dimension,2015
156903,2016,The Waiting,150138,Waiting,2015
26398,1978,Capricorn One,150142,Capricorn One,1977
39824,1975,Mahogany,150172,Mahogany,1975
809,1996,Fled,150177,Fled,1996
1202,1987,Withnail and I,150179,Withnail and I,1987
105620,2013,Baggage Claim,150196,Baggage Claim,2013
3396,1979,The Muppet Movie,150218,The Muppet Movie,1979
8861,2004,Resident Evil: Apocalypse,150247,Resident Evil: Apocalypse,2004
2354,1998,The Rugrats Movie,150256,The Rugrats Movie,1998
98154,2012,Lincoln,150318,Lincoln,2012
1084,1967,Bonnie and Clyde,150331,Bonnie and Clyde,1967
5323,2002,Jason X,150352,Jason X,2001
1441,1993,Benny and Joon,150376,Benny and Joon,1993
89780,2010,Sherlock Holmes,150421,Sherlock Holmes,2010
45666,2006,Nacho Libre,150436,Nacho Libre,2006
104,1996,Happy Gilmore,150451,Happy Gilmore,1996
74553,2009,The Secret of Kells,150473,The Secret of Kells,2009
4021,2000,Before Night Falls,150488,Before Night Falls,2000
1682,1998,The Truman Show,150501,The Truman Show,1998
6379,2003,Wrong Turn,150578,Wrong Turn,2003
944,1937,Lost Horizon,150601,Lost Horizon,1937
8507,1932,Freaks,150623,Freaks,1932
33085,2005,The Amityville Horror,150628,The Amityville Horror,2005
107312,2001,Lady and the Tramp II: Scamp's Adventure,150638,Lady and the Tramp II: Scamp's Adventure,2001
80094,2010,The Last Exorcism,150640,The Last Exorcism,2010
6326,2002,City of Ghosts,150655,City of Ghosts,2002
185771,1977,Sidewinder 1,150700,Sidewinder 1,1977
111364,2014,Godzilla,150703,Godzilla,2014
164763,1999,Oklahoma!,150739,Oklahoma!,1999
58299,2008,Horton Hears a Who!,150798,Horton Hears a Who!,2008
1547,1997,Shiloh,150815,Shiloh,1996
5177,1942,The Magnificent Ambersons,150846,The Magnificent Ambersons,1942
90522,2011,Johnny English Reborn,150850,Johnny English Reborn,2011
113532,2014,The Inbetweeners 2,150864,The Inbetweeners 2,2014
7210,1946,My Darling Clementine,150886,My Darling Clementine,1946
106002,2013,Ender's Game,150887,Ender's Game,2013
7439,2004,The Punisher,150889,The Punisher,2004
135991,2004,Premonition,150891,Premonition,2004
145418,2015,Trumbo,150953,Trumbo,2015
16,1995,Casino,150957,Casino,1995
116161,2014,Foxcatcher,151059,Foxcatcher,2014
112519,2014,Killer Legends,151089,Killer Legends,-1
74944,2010,Brooklyn's Finest,151114,Brooklyn's Finest,2009
4241,2001,Pokémon 3: The Movie,151180,Pokémon 3: The Movie,-1
8600,1938,Angels with Dirty Faces,151201,Angels with Dirty Faces,1938
4386,2001,Cats and Dogs,151231,Cats and Dogs,2001
6153,1982,Zapped!,151236,Zapped!,1982
168612,2017,Ghost in the Shell,151299,Ghost in the Shell,2017
5574,2002,The Transporter,151318,The Transporter,2002
102905,2013,Lovelace,151340,Lovelace,2013
110453,2014,Draft Day,151341,Draft Day,2014
75395,2010,Frozen,151348,Frozen,2010
7373,2004,Hellboy,151350,Hellboy,2004
3969,2000,Pay It Forward,151357,Pay It Forward,2000
82744,2010,Faster,151368,Faster,2010
969,1951,The African Queen,151371,The African Queen,1951
106011,2013,The Blue Umbrella,151386,The Blue Umbrella,2013
157274,2016,The Choice,151390,The Choice,2015
5438,1990,Men at Work,151417,Men at Work,1990
5882,2002,Treasure Planet,151418,Treasure Planet,2002
4728,2001,Rat Race,151453,Rat Race,2001
595,1991,Beauty and the Beast,151488,Beauty and the Beast,1991
60538,2007,Shrooms,151539,Shrooms,2007
8860,2004,Cellular,151573,Cellular,2004
798,1996,Daylight,151577,Daylight,1996
178587,2014,The Smell of Us,151595,The Smell of Us,2014
4638,2001,Jurassic Park III,151596,Jurassic Park III,2001
70946,1990,Troll 2,151599,Troll 2,1990
2378,1984,Police Academy,151656,Police Academy,1984
538,1993,Six Degrees of Separation,151670,Six Degrees of Separation,1993
117176,2014,The Theory of Everything,151700,The Theory of Everything,2014
59022,2008,Harold and Kumar Escape from Guantanamo Bay,151702,Harold and Kumar Escape from Guantanamo Bay,2008
103075,2013,The Purge,151728,The Purge,2013
72226,2009,Fantastic Mr. Fox,151752,Fantastic Mr. Fox,2009
7617,1975,Rooster Cogburn,151777,Rooster Cogburn,1975
2579,1998,Following,151785,Following,1998
41226,1972,Sounder,151828,Sounder,1972
1203,1957,12 Angry Men,151837,12 Angry Men,1957
24,1995,Powder,151866,Powder,1995
69712,2009,My Sister's Keeper,151938,My Sister's Keeper,2009
146307,2015,The Hallow,151962,The Hallow,2015
80906,2010,Inside Job,151969,Inside Job,2010
6787,1976,All the President's Men,151984,All the President's Men,1976
133537,1967,The Penthouse,151987,The Penthouse,1967
74688,2010,Dear John,151989,Dear John,2010
3705,1990,Bird on a Wire,152004,Bird on a Wire,1990
166544,2016,A Kind of Murder,152014,A Kind of Murder,2016
122264,1993,Knights,152036,Knights,1993
123083,1993,Heidi,152037,Heidi,1993
134528,2015,Aloha,152039,Aloha,2015
99917,2013,Upstream Color,152082,Upstream Color,2013
45726,2006,"You, Me and Dupree",152121,"You, Me and Dupree",2006
73266,2009,Youth in Revolt,152127,Youth in Revolt,2009
484,1994,Lassie,152142,Lassie,1994
26242,1971,Duel,152153,Duel,1971
2353,1998,Enemy of the State,152242,Enemy of the State,1998
184113,2011,Christmas Tango,152273,Christmas Tango,2011
114601,2014,This Is Where I Leave You,152303,This Is Where I Leave You,2014
6952,2003,Gothika,152312,Gothika,2003
87522,2011,Larry Crowne,152322,Larry Crowne,2011
159858,2016,The Conjuring 2,152329,The Conjuring 2,2016
45221,2006,Stick It,152424,Stick It,2006
4690,1984,The Cotton Club,152437,The Cotton Club,1984
2123,1989,All Dogs Go to Heaven,152474,All Dogs Go to Heaven,-1
1285,1989,Heathers,152496,Heathers,1988
6373,2003,Bruce Almighty,152497,Bruce Almighty,2003
111,1976,Taxi Driver,152521,Taxi Driver,1976
3504,1976,Network,152567,Network,1976
69453,1975,The Land That Time Forgot,152590,The Land That Time Forgot,1975
6196,2003,Cradle 2 the Grave,152708,Cradle 2 the Grave,2003
1380,1978,Grease,152744,Grease,1978
2153,1998,The Avengers,152748,The Avengers,1998
127198,2015,Dope,152769,Dope,2015
122900,2015,Ant-Man,152789,Ant-Man,2015
1342,1992,Candyman,152818,Candyman,1992
6975,1997,Funny Games,152823,Funny Games,1997
59501,2008,The Chronicles of Narnia: Prince Caspian,152830,The Chronicles of Narnia: Prince Caspian,2008
6155,2003,How to Lose a Guy in 10 Days,152847,How to Lose a Guy in 10 Days,2003
93475,2011,The Awakening,152850,The Awakening,2011
25965,1950,Summer Stock,152868,Summer Stock,1950
950,1934,The Thin Man,152874,The Thin Man,1934
107406,2013,Snowpiercer,152877,Snowpiercer,2013
521,1993,Romeo Is Bleeding,152883,Romeo Is Bleeding,1993
5415,2002,Divine Secrets of the Ya-Ya Sisterhood,152913,Divine Secrets of the Ya-Ya Sisterhood,2002
7482,1973,Enter the Dragon,152955,Enter the Dragon,1973
1096,1982,Sophie's Choice,152969,Sophie's Choice,1982
97860,2012,Killing Them Softly,152981,Killing Them Softly,2012
70410,2009,The Killing Room,152993,The Killing Room,2009
167136,2016,Alone in Berlin,153084,Alone in Berlin,2016
49389,1903,The Great Train Robbery,153100,The Great Train Robbery,1903
2114,1983,The Outsiders,153101,The Outsiders,1983
2126,1998,Snake Eyes,153194,Snake Eyes,1998
5021,1976,Murder by Death,153288,Murder by Death,1976
85788,2010,Insidious,153346,Insidious,2011
2013,1972,The Poseidon Adventure,153348,The Poseidon Adventure,1972
6636,1985,The Sure Thing,153355,The Sure Thing,1985
84189,2010,I Spit on Your Grave,153382,I Spit on Your Grave,2010
56949,2008,27 Dresses,153411,27 Dresses,2008
1244,1979,Manhattan,153450,Manhattan,1979
7247,1968,Chitty Chitty Bang Bang,153455,Chitty Chitty Bang Bang,1968
65685,2008,Inkheart,153492,Inkheart,2008
3256,1992,Patriot Games,153498,Patriot Games,1992
96252,2011,I Am Bruce Lee,153505,I Am Bruce Lee,2012
110130,2014,The Nut Job,153559,The Nut Job,2014
75985,2010,Repo Men,153576,Repo Men,2010
136427,1973,High Crime,153600,High Crime,1973
7178,1974,The Great Gatsby,153645,The Great Gatsby,1974
423,1994,Blown Away,153707,Blown Away,1994
148671,2003,Saw,153733,Saw,2003
3246,1992,Malcolm X,153761,Malcolm X,1992
119798,2001,Final,153792,Final,2001
54513,2007,Talk to Me,153820,Talk to Me,2007
114561,2013,The Girl on the Train,153821,The Girl on the Train,2013
1246,1989,Dead Poets Society,153858,Dead Poets Society,1989
7984,1986,From Beyond,153904,From Beyond,1986
1124,1981,On Golden Pond,153918,On Golden Pond,1981
4710,1976,The Shootist,153939,The Shootist,1976
111622,2013,Begin Again,153954,Begin Again,2013
115935,2000,Tom Sawyer,154033,Tom Sawyer,2000
176523,2017,Goodbye Christopher Robin,154046,Goodbye Christopher Robin,-1
2928,1984,The Razor's Edge,154067,The Razor's Edge,1984
42725,2006,Grandma's Boy,154069,Grandma's Boy,2006
8222,1972,The Other,154114,The Other,1972
580,1994,Princess Caraboo,154118,Princess Caraboo,1994
6927,2003,The Human Stain,154137,The Human Stain,2003
64957,2008,The Curious Case of Benjamin Button,154189,The Curious Case of Benjamin Button,2008
95875,2012,Total Recall,154247,Total Recall,2012
5954,2002,25th Hour,154271,25th Hour,-1
49282,2006,Deck the Halls,154292,Deck the Halls,2005
4520,1988,License to Drive,154329,License to Drive,1988
84557,2011,From Prada to Nada,154350,From Prada to Nada,2011
267,1995,Major Payne,154352,Major Payne,1995
998,1996,Set It Off,154360,Set It Off,1996
3428,1979,The Champ,154390,The Champ,1979
7294,2004,Welcome to Mooseport,154406,Welcome to Mooseport,2004
75341,2010,Remember Me,154409,Remember Me,2010
115746,2009,Runaway,154477,Runaway,2009
137108,2012,Seal Team Six: The Raid on Osama Bin Laden,154483,Seal Team Six: The Raid on Osama Bin Laden,-1
3176,1999,The Talented Mr. Ripley,154486,The Talented Mr. Ripley,1999
87232,2011,X-Men: First Class,154513,X-Men: First Class,2011
4704,1962,Hatari!,154640,Hatari!,1962
1378,1988,Young Guns,154710,Young Guns,1988
6358,1953,Kiss Me Kate,154716,Kiss Me Kate,1953
6638,1983,Valley Girl,154756,Valley Girl,1983
103253,2013,Elysium,154811,Elysium,2013
5959,2002,Narc,154817,Narc,2002
6377,2003,Finding Nemo,154844,Finding Nemo,2003
170403,2017,Going in Style,154848,Going in Style,2017
377,1994,Speed,154857,Speed,1994
8974,2004,The SpongeBob SquarePants Movie,154883,The SpongeBob SquarePants Movie,2004
85438,2011,Jane Eyre,154926,Jane Eyre,2011
152755,2013,Atlantic Rim,154970,Atlantic Rim,2013
163645,2016,Hacksaw Ridge,154980,Hacksaw Ridge,-1
2395,1998,Rushmore,154993,Rushmore,1998
134915,2008,Amusement,155021,Amusement,2008
57640,2008,Hellboy II: The Golden Army,155044,Hellboy II: The Golden Army,2008
118496,2011,A Cinderella Story: Once Upon a Song,155078,A Cinderella Story: Once Upon a Song,2011
2841,1999,Stir of Echoes,155081,Stir of Echoes,1999
5502,2002,Signs,155110,Signs,2002
104272,2013,Blackfish,155114,Blackfish,2013
5392,1956,Bus Stop,155125,Bus Stop,1956
47999,2006,Jesus Camp,155140,Jesus Camp,2006
124915,1966,The Hills Run Red,155147,The Hills Run Red,1966
26523,1984,"Silent Night, Deadly Night",155186,"Silent Night, Deadly Night",1984
112316,2014,Jersey Boys,155215,Jersey Boys,2014
40583,2005,Syriana,155218,Syriana,2005
164899,2016,Blue Jay,155224,Blue Jay,2016
6297,2003,Holes,155245,Holes,2003
4844,2001,Bandits,155346,Bandits,2001
1275,1986,Highlander,155370,Highlander,1986
2805,1999,Mickey Blue Eyes,155407,Mickey Blue Eyes,1999
51540,2007,Zodiac,155467,Zodiac,2007
3299,2000,Hanging Up,155470,Hanging Up,2000
102327,1964,Empire,155475,Empire,1964
153032,2005,Dus,155548,Dus,2005
540,1993,Sliver,155564,Sliver,1993
41569,2005,King Kong,155572,King Kong,2005
476,1994,The Inkwell,155576,The Inkwell,1994
7375,2004,The Prince and Me,155602,The Prince and Me,2004
1064,1996,Aladdin and the King of Thieves,155605,Aladdin and the King of Thieves,1996
6365,2003,The Matrix Reloaded,155632,The Matrix Reloaded,2003
67839,2008,The Lucky Ones,155642,The Lucky Ones,2008
135861,2015,Ted 2,155645,Ted 2,2015
63072,2009,The Road,155661,The Road,2009
141749,2015,The Danish Girl,155785,The Danish Girl,2015
105700,2006,Unrest,155806,Unrest,2006
166528,2016,Rogue One: A Star Wars Story,155829,Rogue One: A Star Wars Story,2016
6617,2003,Open Range,155837,Open Range,2003
4974,2001,Not Another Teen Movie,155843,Not Another Teen Movie,2001
140713,2015,No Escape,155885,No Escape,2015
6470,1970,Chisum,155900,Chisum,1970
1286,1980,Somewhere in Time,155908,Somewhere in Time,1980
98078,1976,Death Weekend,155910,Death Weekend,1976
2699,1990,Arachnophobia,155916,Arachnophobia,1990
2300,1968,The Producers,155938,The Producers,1968
178827,2017,Paddington 2,155955,Paddington 2,-1
45431,2006,Over the Hedge,155956,Over the Hedge,2006
134130,2015,The Martian,155969,The Martian,2015
85367,2011,Just Go with It,155989,Just Go with It,2011
87192,2011,Attack the Block,156056,Attack the Block,-1
65866,1946,Three Strangers,156059,Three Strangers,1946
49793,2006,We Are Marshall,156060,We Are Marshall,2006
261,1994,Little Women,156063,Little Women,1994
1283,1952,High Noon,156082,High Noon,1952
114662,2014,American Sniper,156094,American Sniper,2014
4599,1989,Great Balls of Fire!,156123,Great Balls of Fire!,1989
48304,2006,Apocalypto,156124,Apocalypto,2006
54995,2007,Planet Terror,156176,Planet Terror,2007
3334,1948,Key Largo,156293,Key Largo,1948
81845,2010,The King's Speech,156304,The King's Speech,2010
32289,2005,Ice Princess,156333,Ice Princess,2005
8494,1965,The Cincinnati Kid,156363,The Cincinnati Kid,1965
2245,1988,Working Girl,156484,Working Girl,1988
154264,1973,The 14,156515,The 14,1973
33495,2005,Kicking and Screaming,156589,Kicking and Screaming,2005
165681,2016,Almost Christmas,156590,Almost Christmas,2016
3072,1987,Moonstruck,156609,Moonstruck,1987
78088,2010,Buried,156624,Buried,2010
6763,2003,Duplex,156643,Duplex,2003
70282,2009,Aliens in the Attic,156677,Aliens in the Attic,2009
5226,1983,All the Right Moves,156679,All the Right Moves,1983
2302,1992,My Cousin Vinny,156685,My Cousin Vinny,1992
26555,1985,Spies Like Us,156689,Spies Like Us,1985
87,1996,Dunston Checks In,156695,Dunston Checks In,1996
8531,2004,White Chicks,156698,White Chicks,2004
49961,2006,Notes on a Scandal,156699,Notes on a Scandal,2006
8128,1987,Au revoir les enfants,156717,Au revoir les enfants,1987
135581,2000,Cabin by the Lake,156724,Cabin by the Lake,2000
1975,1981,Friday the 13th Part 2,156758,Friday the 13th Part 2,1981
168288,2017,The Belko Experiment,156761,The Belko Experiment,2016
140174,2015,Room,156802,Room,2015
32589,2005,Beauty Shop,156808,Beauty Shop,2005
147689,1982,The Shaolin Drunken Monk,156817,The Shaolin Drunken Monk,1982
140110,2015,The Intern,156818,The Intern,2015
7225,1977,Pumping Iron,156872,Pumping Iron,1977
1178,1957,Paths of Glory,156931,Paths of Glory,1957
98056,2012,Amour,156979,Amour,2012
104576,2012,The Seasoning House,156987,The Seasoning House,2012
65193,2008,Wild Child,157018,Wild Child,2008
4396,1981,The Cannonball Run,157029,The Cannonball Run,1981
3716,1987,Fatal Beauty,157062,Fatal Beauty,1987
2541,1999,Cruel Intentions,157074,Cruel Intentions,1999
46430,2006,Waist Deep,157097,Waist Deep,2006
164179,2016,Arrival,157190,Arrival,2016
148652,2015,The Ridiculous 6,157210,The Ridiculous 6,2015
37720,2005,The Exorcism of Emily Rose,157221,The Exorcism of Emily Rose,2005
2881,1999,Double Jeopardy,157231,Double Jeopardy,1999
41411,1977,The Deep,157239,The Deep,1977
42,1995,Dead Presidents,157259,Dead Presidents,1995
2371,1985,Fletch,157263,Fletch,1985
130087,2015,The Cobbler,157274,The Cobbler,2014
1030,1977,Pete's Dragon,157283,Pete's Dragon,1977
39446,2005,Saw II,157318,Saw II,2005
140711,2015,American Ultra,157326,American Ultra,2015
5685,2002,Real Women Have Curves,157333,Real Women Have Curves,2002
4102,1987,Eddie Murphy Raw,157334,Eddie Murphy Raw,1987
3555,2000,U-571,157345,U-571,2000
27616,2003,Tiptoes,157355,Tiptoes,2003
1588,1997,George of the Jungle,157384,George of the Jungle,1997
1777,1998,The Wedding Singer,157394,The Wedding Singer,1998
6367,2003,Down with Love,157395,Down with Love,2003
95449,2012,Magic Mike,157402,Magic Mike,2012
1243,1990,Rosencrantz and Guildenstern Are Dead,157425,Rosencrantz and Guildenstern Are Dead,1990
163959,2016,Loving,157429,Loving,2016
81229,2010,Red,157454,Red,2010
742,1996,Thinner,157490,Thinner,1996
